Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Panjsher,405,19,316,,,2021-02-03
Parwan,844,30,703,,,2021-02-03
Samangan,350,18,311,,,2021-02-03
Sar-e-Pul,235,6,157,,,2021-02-03
Takhar,"2,064",67,"1,806",,,2021-02-03
Urozgan,153,6,126,,,2021-02-03
Wardak,507,28,420,,,2021-02-03
Zabul,361,21,303,,,2021-02-03
Badakhshan,621,24,557,,,2021-02-02
Badghis,832,14,687,,,2021-02-02
Baghlan,"1,092",37,823,,,2021-02-02
Balkh,"3,357",180,"2,698",,,2021-02-02
Bamyan,987,16,807,,,2021-02-02
Dykundi,935,20,889,,,2021-02-02
Farah,608,39,430,,,2021-02-02
Faryab,453,28,319,,,2021-02-02
Ghazni,891,75,775,,,2021-02-02
Ghor,667,17,564,,,2021-02-02
Helmand,386,36,311,,,2021-02-02
Hirat,"9,099",417,"8,215",,,2021-02-02
Jawzjan,248,12,210,,,2021-02-02
Kabul,"17,239",754,"15,757",,,2021-02-02
Kandahar,"2,456",61,"2,385",,,2021-02-02
Kapisa,573,18,381,,,2021-02-02
Khost,656,74,557,,,2021-02-02
Kunar,642,31,501,,,2021-02-02
Kunduz,932,51,821,,,2021-02-02
Laghman,672,14,231,,,2021-02-02
Logar,691,30,564,,,2021-02-02
Nangarhar,"2,473",153,"1,881",,,2021-02-02
Nimroz,660,24,608,,,2021-02-02
Nooristan,134,1,101,,,2021-02-02
Paktika,321,15,291,,,2021-02-02
Paktya,"1,484",49,"1,401",,,2021-02-02
Panjsher,405,19,316,,,2021-02-02
Parwan,844,30,703,,,2021-02-02
Samangan,350,18,311,,,2021-02-02
Sar-e-Pul,235,6,157,,,2021-02-02
Takhar,"2,063",67,"1,806",,,2021-02-02
Urozgan,153,6,125,,,2021-02-02
Wardak,507,28,420,,,2021-02-02
Zabul,361,21,303,,,2021-02-02
Badakhshan,620,24,557,,,2021-02-01
Badghis,828,14,687,,,2021-02-01
Baghlan,"1,092",37,823,,,2021-02-01
Balkh,"3,357",180,"2,685",,,2021-02-01
Bamyan,986,16,807,,,2021-02-01
Dykundi,935,20,889,,,2021-02-01
Farah,608,39,430,,,2021-02-01
Faryab,448,28,310,,,2021-02-01
Ghazni,887,75,750,,,2021-02-01
Ghor,654,17,564,,,2021-02-01
Helmand,384,36,302,,,2021-02-01
Hirat,"9,079",417,"8,215",,,2021-02-01
Jawzjan,248,12,210,,,2021-02-01
Kabul,"17,232",754,"15,757",,,2021-02-01
Kandahar,"2,455",61,"2,379",,,2021-02-01
Kapisa,563,18,381,,,2021-02-01
Khost,656,74,557,,,2021-02-01
Kunar,636,31,488,,,2021-02-01
Kunduz,931,50,814,,,2021-02-01
Laghman,670,14,231,,,2021-02-01
Logar,691,30,564,,,2021-02-01
Nangarhar,"2,459",152,"1,860",,,2021-02-01
Nimroz,656,24,608,,,2021-02-01
Nooristan,131,1,101,,,2021-02-01
Paktika,319,15,291,,,2021-02-01
Paktya,"1,484",49,"1,401",,,2021-02-01
Panjsher,405,19,316,,,2021-02-01
Parwan,844,30,703,,,2021-02-01
Samangan,350,18,311,,,2021-02-01
Sar-e-Pul,230,6,157,,,2021-02-01
Takhar,"2,057",67,"1,803",,,2021-02-01
Urozgan,153,6,125,,,2021-02-01
Wardak,506,28,420,,,2021-02-01
Zabul,361,21,293,,,2021-02-01
Badakhshan,617,24,553,,,2021-01-27
Badghis,826,14,687,,,2021-01-27
Baghlan,"1,086",37,821,,,2021-01-27
Balkh,"3,350",180,"2,645",,,2021-01-27
Bamyan,986,16,807,,,2021-01-27
Dykundi,935,20,889,,,2021-01-27
Farah,608,39,430,,,2021-01-27
Faryab,448,28,300,,,2021-01-27
Ghazni,887,75,750,,,2021-01-27
Ghor,654,17,564,,,2021-01-27
Helmand,375,35,302,,,2021-01-27
Hirat,"9,043",416,"8,215",,,2021-01-27
Jawzjan,248,12,210,,,2021-01-27
Kabul,"17,230",751,"15,757",,,2021-01-27
Kandahar,"2,449",61,"2,372",,,2021-01-27
Kapisa,562,18,381,,,2021-01-27
Khost,652,73,540,,,2021-01-27
Kunar,631,31,488,,,2021-01-27
Kunduz,929,50,792,,,2021-01-27
Laghman,656,14,228,,,2021-01-27
Logar,691,30,564,,,2021-01-27
Nangarhar,"2,415",152,"1,857",,,2021-01-27
Nimroz,654,23,608,,,2021-01-27
Nooristan,131,1,101,,,2021-01-27
Paktika,318,15,291,,,2021-01-27
Paktya,"1,481",49,"1,398",,,2021-01-27
Panjsher,405,19,316,,,2021-01-27
Parwan,843,30,703,,,2021-01-27
Samangan,350,18,311,,,2021-01-27
Sar-e-Pul,229,6,157,,,2021-01-27
Takhar,"2,055",67,"1,801",,,2021-01-27
Urozgan,151,6,125,,,2021-01-27
Wardak,502,28,420,,,2021-01-27
Zabul,361,21,290,,,2021-01-27
Badakhshan,617,24,553,,,2021-01-26
Badghis,824,14,687,,,2021-01-26
Baghlan,"1,084",37,821,,,2021-01-26
Balkh,"3,347",180,"2,606",,,2021-01-26
Bamyan,986,16,807,,,2021-01-26
Dykundi,935,20,889,,,2021-01-26
Farah,587,39,430,,,2021-01-26
Faryab,445,28,300,,,2021-01-26
Ghazni,887,75,750,,,2021-01-26
Ghor,649,17,564,,,2021-01-26
Helmand,372,35,302,,,2021-01-26
Hirat,"9,005",414,"8,193",,,2021-01-26
Jawzjan,248,12,210,,,2021-01-26
Kabul,"17,229",749,"15,756",,,2021-01-26
Kandahar,"2,442",61,"2,372",,,2021-01-26
Kapisa,562,18,381,,,2021-01-26
Khost,649,72,540,,,2021-01-26
Kunar,620,30,488,,,2021-01-26
Kunduz,929,48,686,,,2021-01-26
Laghman,640,14,228,,,2021-01-26
Logar,691,30,564,,,2021-01-26
Nangarhar,"2,405",152,"1,855",,,2021-01-26
Nimroz,652,23,608,,,2021-01-26
Nooristan,131,1,101,,,2021-01-26
Paktika,315,15,291,,,2021-01-26
Paktya,"1,481",49,"1,398",,,2021-01-26
Panjsher,405,19,316,,,2021-01-26
Parwan,842,30,703,,,2021-01-26
Samangan,350,18,311,,,2021-01-26
Sar-e-Pul,229,6,147,,,2021-01-26
Takhar,"2,055",67,"1,801",,,2021-01-26
Urozgan,151,6,125,,,2021-01-26
Wardak,495,28,420,,,2021-01-26
Zabul,361,21,290,,,2021-01-26
Badakhshan,617,24,553,,,2021-01-25
Badghis,824,14,687,,,2021-01-25
Baghlan,"1,084",37,821,,,2021-01-25
Balkh,"3,347",180,"2,606",,,2021-01-25
Bamyan,986,16,807,,,2021-01-25
Dykundi,935,20,889,,,2021-01-25
Farah,587,39,430,,,2021-01-25
Faryab,445,28,300,,,2021-01-25
Ghazni,887,75,750,,,2021-01-25
Ghor,649,17,564,,,2021-01-25
Helmand,372,35,302,,,2021-01-25
Hirat,"9,005",414,"8,193",,,2021-01-25
Jawzjan,248,12,210,,,2021-01-25
Kabul,"17,229",749,"15,756",,,2021-01-25
Kandahar,"2,442",61,"2,372",,,2021-01-25
Kapisa,562,18,381,,,2021-01-25
Khost,649,72,540,,,2021-01-25
Kunar,620,30,488,,,2021-01-25
Kunduz,929,48,686,,,2021-01-25
Laghman,640,14,228,,,2021-01-25
Logar,691,30,564,,,2021-01-25
Nangarhar,"2,405",152,"1,855",,,2021-01-25
Nimroz,652,23,608,,,2021-01-25
Nooristan,131,1,101,,,2021-01-25
Paktika,315,15,291,,,2021-01-25
Paktya,"1,481",49,"1,398",,,2021-01-25
Panjsher,405,19,316,,,2021-01-25
Parwan,842,30,703,,,2021-01-25
Samangan,350,18,311,,,2021-01-25
Sar-e-Pul,229,6,147,,,2021-01-25
Takhar,"2,055",67,"1,801",,,2021-01-25
Urozgan,151,6,125,,,2021-01-25
Wardak,495,28,420,,,2021-01-25
Zabul,361,21,290,,,2021-01-25
Badakhshan,613,23,551,,,2021-01-22
Badghis,824,14,687,,,2021-01-22
Baghlan,"1,082",37,821,,,2021-01-22
Balkh,"3,342",178,"2,606",,,2021-01-22
Bamyan,986,16,807,,,2021-01-22
Dykundi,935,20,889,,,2021-01-22
Farah,587,39,430,,,2021-01-22
Faryab,428,25,290,,,2021-01-22
Ghazni,886,75,750,,,2021-01-22
Ghor,649,13,414,,,2021-01-22
Helmand,366,35,296,,,2021-01-22
Hirat,"8,952",411,"8,177",,,2021-01-22
Jawzjan,243,12,210,,,2021-01-22
Kabul,"17,226",748,"15,756",,,2021-01-22
Kandahar,"2,432",61,"2,347",,,2021-01-22
Kapisa,562,18,381,,,2021-01-22
Khost,648,71,540,,,2021-01-22
Kunar,612,30,478,,,2021-01-22
Kunduz,929,48,596,,,2021-01-22
Laghman,636,14,226,,,2021-01-22
Logar,691,30,564,,,2021-01-22
Nangarhar,"2,368",151,"1,835",,,2021-01-22
Nimroz,650,23,604,,,2021-01-22
Nooristan,121,1,100,,,2021-01-22
Paktika,315,15,291,,,2021-01-22
Paktya,"1,474",49,"1,390",,,2021-01-22
Panjsher,405,19,314,,,2021-01-22
Parwan,842,30,703,,,2021-01-22
Samangan,350,18,311,,,2021-01-22
Sar-e-Pul,229,6,147,,,2021-01-22
Takhar,"2,051",67,"1,701",,,2021-01-22
Urozgan,149,6,125,,,2021-01-22
Wardak,495,28,420,,,2021-01-22
Zabul,361,21,290,,,2021-01-22
Badakhshan,612,23,551,,,2021-01-21
Badghis,824,14,687,,,2021-01-21
Baghlan,"1,080",37,821,,,2021-01-21
Balkh,"3,338",178,"2,606",,,2021-01-21
Bamyan,986,16,807,,,2021-01-21
Dykundi,935,20,889,,,2021-01-21
Farah,587,39,430,,,2021-01-21
Faryab,428,25,290,,,2021-01-21
Ghazni,886,75,750,,,2021-01-21
Ghor,648,13,414,,,2021-01-21
Helmand,363,35,296,,,2021-01-21
Hirat,"8,934",409,"8,177",,,2021-01-21
Jawzjan,243,12,210,,,2021-01-21
Kabul,"17,225",748,"15,756",,,2021-01-21
Kandahar,"2,430",61,"2,335",,,2021-01-21
Kapisa,559,18,381,,,2021-01-21
Khost,648,71,540,,,2021-01-21
Kunar,595,29,478,,,2021-01-21
Kunduz,928,48,596,,,2021-01-21
Laghman,636,14,226,,,2021-01-21
Logar,691,30,564,,,2021-01-21
Nangarhar,"2,361",151,"1,835",,,2021-01-21
Nimroz,650,23,604,,,2021-01-21
Nooristan,121,1,100,,,2021-01-21
Paktika,315,15,291,,,2021-01-21
Paktya,"1,474",49,"1,390",,,2021-01-21
Panjsher,405,19,314,,,2021-01-21
Parwan,842,30,703,,,2021-01-21
Samangan,350,18,311,,,2021-01-21
Sar-e-Pul,219,6,147,,,2021-01-21
Takhar,"2,050",67,"1,689",,,2021-01-21
Urozgan,149,6,125,,,2021-01-21
Wardak,495,28,420,,,2021-01-21
Zabul,361,21,290,,,2021-01-21
Badakhshan,606,23,551,,,2021-01-20
Badghis,824,14,687,,,2021-01-20
Baghlan,"1,079",36,821,,,2021-01-20
Balkh,"3,338",178,"2,606",,,2021-01-20
Bamyan,985,16,807,,,2021-01-20
Dykundi,935,20,889,,,2021-01-20
Farah,587,39,430,,,2021-01-20
Faryab,385,23,280,,,2021-01-20
Ghazni,883,75,750,,,2021-01-20
Ghor,648,13,414,,,2021-01-20
Helmand,363,35,296,,,2021-01-20
Hirat,"8,879",406,"8,173",,,2021-01-20
Jawzjan,243,12,210,,,2021-01-20
Kabul,"17,216",744,"15,752",,,2021-01-20
Kandahar,"2,423",61,"2,268",,,2021-01-20
Kapisa,557,18,379,,,2021-01-20
Khost,648,71,533,,,2021-01-20
Kunar,586,29,438,,,2021-01-20
Kunduz,928,46,511,,,2021-01-20
Laghman,622,14,225,,,2021-01-20
Logar,690,30,564,,,2021-01-20
Nangarhar,"2,340",150,"1,805",,,2021-01-20
Nimroz,644,23,604,,,2021-01-20
Nooristan,121,1,100,,,2021-01-20
Paktika,315,15,289,,,2021-01-20
Paktya,"1,472",48,"1,387",,,2021-01-20
Panjsher,404,19,310,,,2021-01-20
Parwan,841,29,702,,,2021-01-20
Samangan,350,18,311,,,2021-01-20
Sar-e-Pul,215,6,147,,,2021-01-20
Takhar,"2,050",67,"1,639",,,2021-01-20
Urozgan,148,6,125,,,2021-01-20
Wardak,491,27,420,,,2021-01-20
Zabul,360,21,284,,,2021-01-20
Badakhshan,603,23,549,,,2021-01-18
Badghis,805,14,687,,,2021-01-18
Baghlan,"1,078",36,820,,,2021-01-18
Balkh,"3,338",178,"2,599",,,2021-01-18
Bamyan,985,16,807,,,2021-01-18
Dykundi,935,20,889,,,2021-01-18
Farah,587,39,430,,,2021-01-18
Faryab,363,23,280,,,2021-01-18
Ghazni,883,75,750,,,2021-01-18
Ghor,642,13,414,,,2021-01-18
Helmand,358,34,290,,,2021-01-18
Hirat,"8,846",406,"8,168",,,2021-01-18
Jawzjan,243,12,210,,,2021-01-18
Kabul,"17,212",743,"15,700",,,2021-01-18
Kandahar,"2,422",61,"2,190",,,2021-01-18
Kapisa,556,18,379,,,2021-01-18
Khost,646,68,520,,,2021-01-18
Kunar,584,29,438,,,2021-01-18
Kunduz,927,46,511,,,2021-01-18
Laghman,622,14,225,,,2021-01-18
Logar,690,30,564,,,2021-01-18
Nangarhar,"2,317",150,"1,797",,,2021-01-18
Nimroz,642,23,584,,,2021-01-18
Nooristan,119,1,100,,,2021-01-18
Paktika,315,15,289,,,2021-01-18
Paktya,"1,472",48,"1,387",,,2021-01-18
Panjsher,404,19,310,,,2021-01-18
Parwan,840,29,702,,,2021-01-18
Samangan,349,17,311,,,2021-01-18
Sar-e-Pul,215,6,147,,,2021-01-18
Takhar,"2,047",67,"1,639",,,2021-01-18
Urozgan,148,6,125,,,2021-01-18
Wardak,489,27,420,,,2021-01-18
Zabul,360,19,284,,,2021-01-18
Badakhshan,595,23,542,,,2021-01-14
Badghis,804,14,687,,,2021-01-14
Baghlan,"1,069",36,820,,,2021-01-14
Balkh,"3,336",177,"2,576",,,2021-01-14
Bamyan,985,16,807,,,2021-01-14
Dykundi,935,20,889,,,2021-01-14
Farah,573,37,430,,,2021-01-14
Faryab,363,22,280,,,2021-01-14
Ghazni,883,75,750,,,2021-01-14
Ghor,640,13,414,,,2021-01-14
Helmand,350,34,326,,,2021-01-14
Hirat,"8,774",402,"8,115",,,2021-01-14
Jawzjan,243,12,210,,,2021-01-14
Kabul,"17,203",741,"15,697",,,2021-01-14
Kandahar,"2,410",60,"2,157",,,2021-01-14
Kapisa,555,18,379,,,2021-01-14
Khost,639,66,511,,,2021-01-14
Kunar,553,29,438,,,2021-01-14
Kunduz,915,45,493,,,2021-01-14
Laghman,605,14,225,,,2021-01-14
Logar,688,30,564,,,2021-01-14
Nangarhar,"2,272",150,"1,490",,,2021-01-14
Nimroz,632,21,584,,,2021-01-14
Nooristan,114,1,52,,,2021-01-14
Paktika,313,15,289,,,2021-01-14
Paktya,"1,470",48,"1,375",,,2021-01-14
Panjsher,402,19,310,,,2021-01-14
Parwan,840,29,574,,,2021-01-14
Samangan,349,17,311,,,2021-01-14
Sar-e-Pul,206,6,147,,,2021-01-14
Takhar,"2,040",67,"1,304",,,2021-01-14
Urozgan,147,6,125,,,2021-01-14
Wardak,486,26,368,,,2021-01-14
Zabul,359,19,273,,,2021-01-14
Badakhshan,592,23,541,,,2021-01-13
Badghis,804,14,687,,,2021-01-13
Baghlan,"1,065",36,820,,,2021-01-13
Balkh,"3,334",177,"2,576",,,2021-01-13
Bamyan,984,16,807,,,2021-01-13
Dykundi,935,20,889,,,2021-01-13
Farah,573,37,430,,,2021-01-13
Faryab,348,22,280,,,2021-01-13
Ghazni,883,75,750,,,2021-01-13
Ghor,640,13,414,,,2021-01-13
Helmand,347,34,314,,,2021-01-13
Hirat,"8,745",398,"7,922",,,2021-01-13
Jawzjan,243,12,210,,,2021-01-13
Kabul,"17,199",740,"15,497",,,2021-01-13
Kandahar,"2,402",60,"2,130",,,2021-01-13
Kapisa,555,18,379,,,2021-01-13
Khost,626,66,511,,,2021-01-13
Kunar,553,28,438,,,2021-01-13
Kunduz,911,43,472,,,2021-01-13
Laghman,599,14,222,,,2021-01-13
Logar,686,30,564,,,2021-01-13
Nangarhar,"2,255",148,"1,483",,,2021-01-13
Nimroz,631,20,567,,,2021-01-13
Nooristan,114,1,52,,,2021-01-13
Paktika,311,15,278,,,2021-01-13
Paktya,"1,466",48,"1,362",,,2021-01-13
Panjsher,402,19,310,,,2021-01-13
Parwan,834,29,574,,,2021-01-13
Samangan,349,17,311,,,2021-01-13
Sar-e-Pul,206,6,145,,,2021-01-13
Takhar,"2,040",67,"1,304",,,2021-01-13
Urozgan,146,5,125,,,2021-01-13
Wardak,485,26,368,,,2021-01-13
Zabul,359,19,273,,,2021-01-13
Badakhshan,592,23,541,,,2021-01-12
Badghis,804,14,687,,,2021-01-12
Baghlan,"1,065",36,820,,,2021-01-12
Balkh,"3,334",177,"2,576",,,2021-01-12
Bamyan,984,16,807,,,2021-01-12
Dykundi,935,20,889,,,2021-01-12
Farah,573,37,430,,,2021-01-12
Faryab,348,22,280,,,2021-01-12
Ghazni,883,75,750,,,2021-01-12
Ghor,640,13,414,,,2021-01-12
Helmand,347,34,314,,,2021-01-12
Hirat,"8,745",398,"7,922",,,2021-01-12
Jawzjan,243,12,210,,,2021-01-12
Kabul,"17,199",740,"15,497",,,2021-01-12
Kandahar,"2,402",60,"2,130",,,2021-01-12
Kapisa,555,18,379,,,2021-01-12
Khost,626,66,511,,,2021-01-12
Kunar,553,28,438,,,2021-01-12
Kunduz,911,43,472,,,2021-01-12
Laghman,599,14,222,,,2021-01-12
Logar,686,30,564,,,2021-01-12
Nangarhar,"2,255",148,"1,483",,,2021-01-12
Nimroz,631,20,567,,,2021-01-12
Nooristan,114,1,52,,,2021-01-12
Paktika,311,15,278,,,2021-01-12
Paktya,"1,466",48,"1,362",,,2021-01-12
Panjsher,402,19,310,,,2021-01-12
Parwan,834,29,574,,,2021-01-12
Samangan,349,17,311,,,2021-01-12
Sar-e-Pul,206,6,145,,,2021-01-12
Takhar,"2,040",67,"1,304",,,2021-01-12
Urozgan,146,5,125,,,2021-01-12
Wardak,485,26,368,,,2021-01-12
Zabul,359,19,273,,,2021-01-12
Badakhshan,589,23,536,,,2021-01-11
Badghis,801,14,687,,,2021-01-11
Baghlan,"1,064",36,820,,,2021-01-11
Balkh,"3,330",177,"2,576",,,2021-01-11
Bamyan,984,16,807,,,2021-01-11
Dykundi,934,20,889,,,2021-01-11
Farah,573,37,430,,,2021-01-11
Faryab,348,22,280,,,2021-01-11
Ghazni,881,75,750,,,2021-01-11
Ghor,640,13,414,,,2021-01-11
Helmand,338,34,314,,,2021-01-11
Hirat,"8,725",388,"7,488",,,2021-01-11
Jawzjan,237,12,206,,,2021-01-11
Kabul,"17,194",736,"15,495",,,2021-01-11
Kandahar,"2,398",60,"2,107",,,2021-01-11
Kapisa,555,18,379,,,2021-01-11
Khost,624,62,511,,,2021-01-11
Kunar,544,28,437,,,2021-01-11
Kunduz,909,43,472,,,2021-01-11
Laghman,586,14,222,,,2021-01-11
Logar,684,30,564,,,2021-01-11
Nangarhar,"2,215",148,"1,464",,,2021-01-11
Nimroz,630,20,567,,,2021-01-11
Nooristan,114,1,52,,,2021-01-11
Paktika,309,15,272,,,2021-01-11
Paktya,"1,465",48,"1,357",,,2021-01-11
Panjsher,402,19,310,,,2021-01-11
Parwan,834,28,558,,,2021-01-11
Samangan,349,17,311,,,2021-01-11
Sar-e-Pul,206,6,145,,,2021-01-11
Takhar,"2,032",67,"1,304",,,2021-01-11
Urozgan,146,5,125,,,2021-01-11
Wardak,484,26,368,,,2021-01-11
Zabul,359,19,273,,,2021-01-11
Badakhshan,589,23,536,,,2021-01-08
Badghis,800,14,687,,,2021-01-08
Baghlan,"1,059",36,820,,,2021-01-08
Balkh,"3,323",174,"2,396",,,2021-01-08
Bamyan,983,16,807,,,2021-01-08
Dykundi,927,19,867,,,2021-01-08
Farah,573,28,430,,,2021-01-08
Faryab,346,22,280,,,2021-01-08
Ghazni,878,75,750,,,2021-01-08
Ghor,640,13,414,,,2021-01-08
Helmand,338,34,314,,,2021-01-08
Hirat,"8,680",387,"7,488",,,2021-01-08
Jawzjan,237,12,206,,,2021-01-08
Kabul,"17,178",728,"15,495",,,2021-01-08
Kandahar,"2,394",60,"2,027",,,2021-01-08
Kapisa,548,18,379,,,2021-01-08
Khost,620,58,493,,,2021-01-08
Kunar,540,28,437,,,2021-01-08
Kunduz,895,42,470,,,2021-01-08
Laghman,580,14,221,,,2021-01-08
Logar,680,30,564,,,2021-01-08
Nangarhar,"2,201",147,"1,464",,,2021-01-08
Nimroz,630,20,567,,,2021-01-08
Nooristan,114,1,52,,,2021-01-08
Paktika,307,15,271,,,2021-01-08
Paktya,"1,464",46,"1,348",,,2021-01-08
Panjsher,393,19,310,,,2021-01-08
Parwan,834,28,437,,,2021-01-08
Samangan,349,17,311,,,2021-01-08
Sar-e-Pul,185,6,145,,,2021-01-08
Takhar,"2,011",66,"1,174",,,2021-01-08
Urozgan,146,5,125,,,2021-01-08
Wardak,484,26,368,,,2021-01-08
Zabul,359,19,273,,,2021-01-08
Badakhshan,589,23,536,,,2021-01-06
Badghis,788,14,687,,,2021-01-06
Baghlan,"1,059",36,820,,,2021-01-06
Balkh,"3,320",174,"2,289",,,2021-01-06
Bamyan,983,16,807,,,2021-01-06
Dykundi,927,19,867,,,2021-01-06
Farah,561,21,430,,,2021-01-06
Faryab,322,22,280,,,2021-01-06
Ghazni,878,75,750,,,2021-01-06
Ghor,624,13,414,,,2021-01-06
Helmand,334,34,306,,,2021-01-06
Hirat,"8,632",387,"7,474",,,2021-01-06
Jawzjan,237,12,206,,,2021-01-06
Kabul,"17,172",725,"15,295",,,2021-01-06
Kandahar,"2,384",60,"2,012",,,2021-01-06
Kapisa,545,18,323,,,2021-01-06
Khost,620,58,493,,,2021-01-06
Kunar,531,28,437,,,2021-01-06
Kunduz,895,42,470,,,2021-01-06
Laghman,573,14,176,,,2021-01-06
Logar,679,30,564,,,2021-01-06
Nangarhar,"2,184",146,"1,400",,,2021-01-06
Nimroz,628,20,567,,,2021-01-06
Nooristan,114,1,52,,,2021-01-06
Paktika,307,15,271,,,2021-01-06
Paktya,"1,462",46,"1,348",,,2021-01-06
Panjsher,393,19,310,,,2021-01-06
Parwan,828,28,357,,,2021-01-06
Samangan,349,17,311,,,2021-01-06
Sar-e-Pul,185,6,145,,,2021-01-06
Takhar,"2,002",65,"1,172",,,2021-01-06
Urozgan,146,5,120,,,2021-01-06
Wardak,484,26,368,,,2021-01-06
Zabul,359,19,273,,,2021-01-06
Badakhshan,589,23,536,,,2021-01-05
Badghis,788,14,687,,,2021-01-05
Baghlan,"1,059",36,820,,,2021-01-05
Balkh,"3,320",174,"2,289",,,2021-01-05
Bamyan,983,16,807,,,2021-01-05
Dykundi,927,19,867,,,2021-01-05
Farah,561,21,430,,,2021-01-05
Faryab,322,22,280,,,2021-01-05
Ghazni,878,75,750,,,2021-01-05
Ghor,624,13,414,,,2021-01-05
Helmand,334,34,306,,,2021-01-05
Hirat,"8,632",387,"7,474",,,2021-01-05
Jawzjan,237,12,206,,,2021-01-05
Kabul,"17,172",725,"15,295",,,2021-01-05
Kandahar,"2,384",60,"2,012",,,2021-01-05
Kapisa,545,18,323,,,2021-01-05
Khost,620,58,493,,,2021-01-05
Kunar,531,28,437,,,2021-01-05
Kunduz,895,42,470,,,2021-01-05
Laghman,573,14,176,,,2021-01-05
Logar,679,30,564,,,2021-01-05
Nangarhar,"2,184",146,"1,400",,,2021-01-05
Nimroz,628,20,567,,,2021-01-05
Nooristan,114,1,52,,,2021-01-05
Paktika,307,15,271,,,2021-01-05
Paktya,"1,462",46,"1,348",,,2021-01-05
Panjsher,393,19,310,,,2021-01-05
Parwan,828,28,357,,,2021-01-05
Samangan,349,17,311,,,2021-01-05
Sar-e-Pul,185,6,145,,,2021-01-05
Takhar,"2,002",65,"1,172",,,2021-01-05
Urozgan,146,5,120,,,2021-01-05
Wardak,484,26,368,,,2021-01-05
Zabul,359,19,273,,,2021-01-05
Badakhshan,589,23,536,,,2021-01-04
Badghis,788,14,687,,,2021-01-04
Baghlan,"1,057",35,820,,,2021-01-04
Balkh,"3,317",174,"2,289",,,2021-01-04
Bamyan,983,16,807,,,2021-01-04
Dykundi,926,19,867,,,2021-01-04
Farah,561,21,430,,,2021-01-04
Faryab,319,22,280,,,2021-01-04
Ghazni,877,75,750,,,2021-01-04
Ghor,623,13,414,,,2021-01-04
Helmand,334,34,306,,,2021-01-04
Hirat,"8,620",386,"7,412",,,2021-01-04
Jawzjan,237,12,206,,,2021-01-04
Kabul,"17,166",722,"15,295",,,2021-01-04
Kandahar,"2,378",60,"2,007",,,2021-01-04
Kapisa,538,18,323,,,2021-01-04
Khost,620,58,493,,,2021-01-04
Kunar,524,28,437,,,2021-01-04
Kunduz,889,42,465,,,2021-01-04
Laghman,573,14,176,,,2021-01-04
Logar,678,30,564,,,2021-01-04
Nangarhar,"2,177",144,"1,368",,,2021-01-04
Nimroz,626,20,549,,,2021-01-04
Nooristan,114,1,52,,,2021-01-04
Paktika,305,15,271,,,2021-01-04
Paktya,"1,452",46,"1,348",,,2021-01-04
Panjsher,392,19,310,,,2021-01-04
Parwan,825,28,357,,,2021-01-04
Samangan,349,17,311,,,2021-01-04
Sar-e-Pul,185,6,145,,,2021-01-04
Takhar,"1,996",65,"1,170",,,2021-01-04
Urozgan,146,5,120,,,2021-01-04
Wardak,484,26,368,,,2021-01-04
Zabul,359,19,271,,,2021-01-04
Badakhshan,587,23,534,,,2020-12-31
Badghis,759,14,687,,,2020-12-31
Baghlan,"1,053",35,774,,,2020-12-31
Balkh,"3,385",170,"2,245",,,2020-12-31
Bamyan,981,16,807,,,2020-12-31
Dykundi,925,19,867,,,2020-12-31
Farah,545,21,430,,,2020-12-31
Faryab,313,21,277,,,2020-12-31
Ghazni,873,73,720,,,2020-12-31
Ghor,605,13,414,,,2020-12-31
Helmand,327,34,301,,,2020-12-31
Hirat,"8,418",381,"7,105",,,2020-12-31
Jawzjan,237,12,206,,,2020-12-31
Kabul,"17,063",709,"15,283",,,2020-12-31
Kandahar,"2,355",58,"1,959",,,2020-12-31
Kapisa,525,18,323,,,2020-12-31
Khost,609,58,493,,,2020-12-31
Kunar,513,25,437,,,2020-12-31
Kunduz,877,40,460,,,2020-12-31
Laghman,563,13,176,,,2020-12-31
Logar,678,30,564,,,2020-12-31
Nangarhar,"2,118",140,"1,365",,,2020-12-31
Nimroz,611,17,549,,,2020-12-31
Nooristan,114,,51,,,2020-12-31
Paktika,293,12,271,,,2020-12-31
Paktya,"1,434",46,"1,285",,,2020-12-31
Panjsher,423,19,310,,,2020-12-31
Parwan,823,26,357,,,2020-12-31
Samangan,348,17,311,,,2020-12-31
Sar-e-Pul,181,6,134,,,2020-12-31
Takhar,"1,923",65,"1,170",,,2020-12-31
Urozgan,143,5,108,,,2020-12-31
Wardak,480,26,368,,,2020-12-31
Zabul,323,19,271,,,2020-12-31
Badakhshan,584,23,529,,,2020-12-29
Badghis,759,14,687,,,2020-12-29
Baghlan,"1,044",34,774,,,2020-12-29
Balkh,"3,379",169,"2,149",,,2020-12-29
Bamyan,981,16,807,,,2020-12-29
Dykundi,925,19,867,,,2020-12-29
Farah,543,21,430,,,2020-12-29
Faryab,311,21,259,,,2020-12-29
Ghazni,873,73,720,,,2020-12-29
Ghor,601,13,414,,,2020-12-29
Helmand,323,33,301,,,2020-12-29
Hirat,"8,405",381,"7,105",,,2020-12-29
Jawzjan,233,12,206,,,2020-12-29
Kabul,"17,054",707,"15,283",,,2020-12-29
Kandahar,"2,341",57,"1,932",,,2020-12-29
